order_id,customer_id,order_date,delivery_partner,payment_mode,city
120,836,2025-04-18,Zepto,Card,Hyderabad
121,337,2024-11-23,Zepto,Wallet,Delhi
122,273,2024-12-18,Zepto,Cash,Kolkata
123,117,2024-10-12,Zepto,UPI,Delhi
124,818,2024-04-22,Blinkit,UPI,Delhi
125,368,2024-12-16,Zepto,Wallet,Kolkata
126,94,2024-06-15,Instamart,UPI,Delhi
127,168,2025-03-07,Zepto,Cash,Bangalore
128,954,2025-01-28,Zepto,UPI,Bangalore
129,715,2025-02-01,Instamart,Card,Bangalore
130,341,2024-01-29,Zepto,Card,Hyderabad
131,661,2024-04-27,Zepto,Cash,Delhi
132,914,2025-02-24,Zepto,Card,Kolkata
133,695,2024-01-17,Blinkit,Wallet,Kolkata
134,925,2025-02-16,Zepto,UPI,Hyderabad
135,152,2024-06-10,Instamart,Cash,Kolkata
136,586,2024-07-24,Instamart,Wallet,Bangalore
137,877,2024-05-17,Zepto,UPI,Delhi
138,913,2024-02-03,Zepto,Wallet,Kolkata
139,274,2024-04-18,Zepto,Cash,Kolkata
140,554,2025-04-12,Instamart,Cash,Mumbai
141,496,2025-04-27,Instamart,Wallet,Mumbai
142,724,2024-10-17,Blinkit,UPI,Mumbai
143,101,2025-03-24,Blinkit,Card,Delhi
144,557,2025-01-02,Blinkit,Card,Bangalore
145,82,2024-06-10,Instamart,Wallet,Bangalore
146,529,2024-04-18,Blinkit,Cash,Bangalore
147,73,2024-12-01,Zepto,UPI,Delhi
148,14,2024-09-12,Zepto,UPI,Delhi
149,433,2024-07-21,Instamart,Cash,Mumbai
150,157,2025-03-28,Blinkit,Card,Kolkata
151,735,2025-04-13,Zepto,UPI,Hyderabad
152,132,2024-11-25,Instamart,Wallet,Hyderabad
153,338,2024-08-22,Blinkit,Card,Kolkata
154,404,2024-03-14,Zepto,Wallet,Mumbai
155,376,2024-05-15,Blinkit,Card,Kolkata
156,888,2024-03-12,Instamart,Cash,Kolkata
157,559,2024-05-06,Blinkit,Wallet,Hyderabad
158,107,2025-01-16,Instamart,Wallet,Mumbai
159,620,2024-10-14,Blinkit,Cash,Delhi
160,265,2024-10-02,Zepto,Wallet,Hyderabad
161,205,2024-05-14,Instamart,Card,Delhi
162,79,2025-01-17,Instamart,UPI,Mumbai
163,155,2024-10-26,Instamart,UPI,Kolkata
164,783,2024-08-07,Blinkit,Cash,Bangalore
165,988,2025-04-04,Blinkit,Card,Bangalore
166,997,2024-10-25,Zepto,Wallet,Mumbai
167,247,2024-07-23,Instamart,Wallet,Bangalore
168,531,2024-07-04,Instamart,UPI,Delhi
169,858,2024-04-22,Blinkit,Wallet,Bangalore
170,948,2024-03-11,Blinkit,UPI,Mumbai
171,538,2024-09-17,Zepto,Cash,Mumbai
172,729,2024-09-09,Zepto,Wallet,Delhi
173,154,2024-02-16,Blinkit,Card,Bangalore
174,154,2025-01-21,Instamart,Wallet,Bangalore
175,686,2024-01-25,Zepto,UPI,Kolkata
176,92,2025-03-16,Blinkit,Cash,Hyderabad
177,433,2024-02-26,Blinkit,UPI,Mumbai
178,338,2024-03-19,Instamart,Wallet,Kolkata
179,480,2024-11-17,Blinkit,UPI,Mumbai
180,693,2024-03-22,Blinkit,UPI,Kolkata
181,131,2025-02-09,Zepto,Cash,Hyderabad
182,450,2024-12-14,Blinkit,Card,Kolkata
183,993,2024-08-04,Blinkit,Wallet,Mumbai
184,810,2024-11-01,Zepto,Cash,Bangalore
185,787,2024-02-02,Instamart,Card,Mumbai
186,273,2024-07-16,Instamart,UPI,Delhi
187,929,2024-07-14,Zepto,Card,Delhi
188,588,2024-11-01,Zepto,UPI,Delhi
189,177,2024-08-27,Instamart,UPI,Delhi
190,696,2024-09-27,Instamart,Cash,Hyderabad
191,831,2024-05-08,Instamart,UPI,Bangalore
192,643,2025-05-12,Instamart,Cash,Bangalore
193,875,2024-10-10,Instamart,Card,Mumbai
194,49,2025-03-16,Zepto,Card,Kolkata
195,567,2025-04-27,Blinkit,UPI,Mumbai
196,666,2024-01-06,Instamart,Cash,Mumbai
197,355,2024-12-14,Instamart,UPI,Mumbai
198,712,2025-01-04,Blinkit,Cash,Mumbai
199,308,2024-02-28,Blinkit,Cash,Bangalore
200,868,2024-12-15,Blinkit,Cash,Kolkata
201,885,2025-03-29,Blinkit,Card,Mumbai
202,630,2024-10-01,Blinkit,Cash,Bangalore
203,775,2025-01-19,Blinkit,Card,Mumbai
204,46,2024-05-16,Zepto,Cash,Delhi
205,302,2025-01-28,Blinkit,Card,Mumbai
206,868,2024-11-24,Blinkit,Wallet,Mumbai
207,912,2024-06-23,Zepto,Card,Hyderabad
208,408,2024-02-27,Blinkit,Card,Delhi
209,189,2024-05-30,Instamart,UPI,Kolkata
210,822,2024-08-10,Instamart,Cash,Mumbai
211,830,2024-03-21,Blinkit,Wallet,Kolkata
212,129,2024-08-20,Zepto,UPI,Delhi
213,561,2024-01-02,Instamart,Cash,Mumbai
214,537,2025-05-03,Zepto,Wallet,Hyderabad
215,266,2025-01-04,Instamart,Wallet,Bangalore
216,118,2025-03-24,Blinkit,Wallet,Hyderabad
217,464,2025-01-03,Zepto,Cash,Hyderabad
218,144,2024-05-14,Zepto,Wallet,Bangalore
219,442,2025-05-12,Zepto,Wallet,Bangalore
220,200,2024-09-13,Instamart,UPI,Bangalore
221,157,2025-01-25,Instamart,Card,Mumbai
222,487,2024-04-01,Instamart,Cash,Kolkata
223,860,2024-09-16,Blinkit,Card,Kolkata
224,134,2025-04-12,Instamart,UPI,Bangalore
225,912,2024-02-24,Blinkit,Card,Hyderabad
226,148,2025-03-21,Zepto,Wallet,Delhi
227,336,2024-11-16,Zepto,Wallet,Bangalore
228,71,2024-06-01,Blinkit,Cash,Hyderabad
229,233,2025-03-06,Instamart,Cash,Hyderabad
230,334,2024-11-23,Blinkit,Cash,Mumbai
231,811,2024-09-16,Zepto,UPI,Mumbai
232,666,2024-11-07,Zepto,Cash,Kolkata
233,90,2024-04-11,Blinkit,UPI,Kolkata
234,334,2024-03-19,Instamart,Wallet,Delhi
235,199,2024-07-10,Instamart,Card,Delhi
236,161,2025-01-25,Blinkit,Wallet,Delhi
237,538,2024-03-23,Blinkit,Wallet,Delhi
238,121,2024-10-03,Instamart,Wallet,Hyderabad
239,301,2025-05-03,Zepto,Cash,Hyderabad
240,724,2025-02-02,Blinkit,Cash,Kolkata
241,575,2025-04-17,Instamart,Cash,Mumbai
242,963,2024-09-28,Instamart,Card,Mumbai
243,436,2025-04-15,Zepto,Cash,Bangalore
244,68,2024-01-01,Zepto,UPI,Hyderabad
245,765,2024-11-02,Zepto,Wallet,Delhi
246,922,2024-06-14,Zepto,Card,Delhi
247,459,2024-09-07,Zepto,Card,Bangalore
248,514,2024-01-10,Blinkit,Card,Mumbai
249,398,2024-02-27,Instamart,Card,Delhi
250,620,2025-04-20,Blinkit,Card,Mumbai
251,286,2024-07-04,Blinkit,UPI,Bangalore
252,561,2025-03-25,Blinkit,Wallet,Mumbai
253,140,2025-03-01,Blinkit,Card,Mumbai
254,730,2025-02-17,Blinkit,Wallet,Mumbai
255,556,2024-06-06,Zepto,Cash,Delhi
256,929,2024-05-02,Zepto,Card,Kolkata
257,781,2024-01-30,Instamart,Card,Hyderabad
258,590,2024-05-03,Blinkit,Wallet,Mumbai
259,728,2025-03-25,Instamart,Card,Mumbai
260,894,2024-10-17,Zepto,Card,Mumbai
261,610,2025-04-29,Zepto,Card,Kolkata
262,748,2024-02-10,Zepto,UPI,Bangalore
263,282,2024-02-13,Blinkit,UPI,Delhi
264,661,2025-01-09,Blinkit,Card,Kolkata
265,924,2024-09-05,Zepto,UPI,Mumbai
266,816,2025-02-21,Instamart,Cash,Kolkata
267,996,2024-02-05,Instamart,Card,Kolkata
268,936,2025-05-15,Zepto,Cash,Kolkata
269,578,2025-01-24,Instamart,Wallet,Bangalore
270,746,2024-09-29,Zepto,Cash,Hyderabad
271,457,2025-01-27,Instamart,Wallet,Delhi
272,87,2024-03-05,Zepto,Card,Bangalore
273,79,2024-03-06,Instamart,Wallet,Bangalore
274,205,2024-12-03,Blinkit,Wallet,Hyderabad
275,791,2024-08-31,Zepto,Cash,Bangalore
276,337,2025-04-29,Zepto,Cash,Kolkata
277,254,2024-10-08,Instamart,Cash,Kolkata
278,304,2024-03-25,Zepto,Card,Mumbai
279,380,2024-05-15,Zepto,Card,Bangalore
280,130,2024-09-27,Zepto,Cash,Mumbai
281,596,2025-03-22,Blinkit,Card,Delhi
282,276,2024-11-06,Blinkit,Card,Kolkata
283,699,2024-08-04,Instamart,Wallet,Delhi
284,558,2025-05-08,Blinkit,Wallet,Hyderabad
285,899,2024-04-18,Instamart,Cash,Kolkata
286,183,2025-04-20,Blinkit,Card,Delhi
287,268,2024-10-03,Instamart,Wallet,Hyderabad
288,808,2025-01-21,Blinkit,UPI,Delhi
289,322,2025-01-08,Blinkit,Card,Hyderabad
290,512,2024-12-19,Instamart,UPI,Hyderabad
291,612,2024-04-12,Zepto,Cash,Kolkata
292,78,2024-12-31,Zepto,Card,Mumbai
293,784,2024-06-08,Blinkit,Cash,Hyderabad
294,339,2024-07-23,Instamart,Cash,Hyderabad
295,674,2024-12-09,Zepto,Cash,Kolkata
296,556,2024-11-28,Instamart,Cash,Mumbai
297,509,2024-07-10,Zepto,Cash,Bangalore
298,238,2024-08-12,Instamart,Card,Bangalore
299,134,2025-04-05,Blinkit,UPI,Mumbai
300,973,2024-09-21,Instamart,Card,Delhi
301,192,2024-08-19,Zepto,Card,Kolkata
302,356,2024-03-02,Blinkit,Card,Mumbai
303,278,2024-05-06,Instamart,Wallet,Bangalore
304,18,2024-04-25,Zepto,Wallet,Hyderabad
305,524,2024-02-02,Blinkit,Card,Bangalore
306,180,2024-06-22,Instamart,UPI,Hyderabad
307,123,2024-01-11,Zepto,Card,Kolkata
308,246,2024-10-28,Instamart,Cash,Hyderabad
309,734,2024-10-10,Instamart,Wallet,Mumbai
310,373,2024-04-27,Blinkit,Wallet,Hyderabad
311,51,2024-10-28,Blinkit,Card,Delhi
312,1000,2024-04-22,Zepto,Card,Mumbai
313,71,2024-01-04,Blinkit,UPI,Kolkata
314,480,2024-02-06,Zepto,UPI,Mumbai
315,560,2024-12-28,Instamart,Cash,Delhi
316,19,2024-11-19,Instamart,Card,Kolkata
317,774,2024-01-31,Zepto,Card,Bangalore
318,84,2024-04-27,Instamart,Card,Delhi
319,155,2024-02-04,Blinkit,Wallet,Kolkata
320,565,2025-04-08,Instamart,Cash,Hyderabad
321,619,2024-01-17,Blinkit,UPI,Mumbai
322,357,2025-03-16,Zepto,Wallet,Kolkata
323,816,2024-06-18,Zepto,Wallet,Mumbai
324,647,2024-02-06,Instamart,Wallet,Hyderabad
325,443,2024-09-20,Instamart,Wallet,Kolkata
326,69,2024-05-01,Blinkit,Cash,Bangalore
327,523,2024-05-22,Blinkit,Card,Delhi
328,143,2024-12-08,Instamart,UPI,Kolkata
329,192,2024-09-05,Instamart,UPI,Hyderabad
330,387,2024-04-19,Zepto,Wallet,Kolkata
331,378,2024-10-03,Zepto,Wallet,Mumbai
332,581,2024-03-08,Zepto,Cash,Kolkata
333,535,2025-01-05,Instamart,Wallet,Bangalore
334,693,2025-04-23,Instamart,UPI,Kolkata
335,293,2025-03-27,Instamart,UPI,Delhi
336,9,2024-10-19,Zepto,Card,Kolkata
337,271,2024-10-22,Instamart,Card,Mumbai
338,387,2024-08-30,Blinkit,UPI,Kolkata
339,93,2024-05-04,Instamart,UPI,Bangalore
340,966,2025-02-05,Instamart,Cash,Hyderabad
341,529,2024-08-30,Instamart,Cash,Kolkata
342,154,2025-02-17,Instamart,UPI,Kolkata
343,405,2024-07-27,Instamart,Wallet,Delhi
344,840,2024-04-07,Blinkit,Card,Bangalore
345,149,2024-02-18,Blinkit,UPI,Hyderabad
346,889,2024-02-19,Instamart,Wallet,Mumbai
347,267,2024-12-03,Zepto,UPI,Kolkata
348,422,2024-08-08,Instamart,Card,Hyderabad
349,840,2024-06-30,Instamart,Card,Mumbai
350,618,2024-08-04,Instamart,Cash,Bangalore
351,472,2024-07-29,Zepto,Cash,Bangalore
352,893,2024-08-27,Zepto,Cash,Hyderabad
353,547,2025-03-18,Zepto,Cash,Mumbai
354,631,2025-01-08,Blinkit,Card,Bangalore
355,526,2024-01-28,Zepto,Wallet,Hyderabad
356,503,2024-12-10,Blinkit,Wallet,Bangalore
357,14,2024-11-30,Blinkit,Wallet,Bangalore
358,778,2024-11-26,Zepto,UPI,Bangalore
359,652,2024-02-20,Zepto,Cash,Delhi
360,806,2024-02-01,Zepto,Cash,Mumbai
361,364,2024-07-25,Blinkit,Card,Hyderabad
362,119,2025-01-07,Instamart,Card,Hyderabad
363,238,2024-06-22,Zepto,UPI,Mumbai
364,546,2025-02-13,Zepto,UPI,Mumbai
365,169,2025-03-17,Zepto,Wallet,Mumbai
366,522,2024-02-25,Blinkit,Card,Mumbai
367,634,2024-05-07,Blinkit,Cash,Kolkata
368,913,2024-04-08,Instamart,Wallet,Hyderabad
369,657,2024-04-07,Zepto,Cash,Kolkata
370,963,2024-10-01,Blinkit,Wallet,Bangalore
371,958,2024-08-17,Instamart,Cash,Bangalore
372,735,2024-03-12,Zepto,UPI,Hyderabad
373,883,2024-08-04,Blinkit,Wallet,Bangalore
374,769,2024-04-03,Zepto,Cash,Mumbai
375,780,2024-05-22,Zepto,Cash,Kolkata
376,871,2024-08-24,Blinkit,Card,Mumbai
377,516,2024-05-07,Blinkit,Wallet,Bangalore
378,938,2025-03-23,Blinkit,Cash,Kolkata
379,397,2025-04-17,Zepto,Card,Mumbai
380,866,2024-02-08,Zepto,Cash,Hyderabad
381,106,2024-08-14,Instamart,Wallet,Mumbai
382,85,2025-02-17,Zepto,UPI,Bangalore
383,214,2025-03-17,Blinkit,Wallet,Kolkata
384,121,2025-03-14,Zepto,Wallet,Hyderabad
385,132,2024-10-08,Instamart,Cash,Kolkata
386,850,2024-02-20,Instamart,Cash,Hyderabad
387,197,2024-01-26,Blinkit,Wallet,Kolkata
388,19,2024-11-29,Blinkit,Card,Bangalore
389,642,2024-10-03,Instamart,Card,Hyderabad
390,12,2025-03-04,Instamart,Card,Delhi
391,81,2024-01-08,Instamart,Cash,Kolkata
392,330,2025-05-11,Blinkit,Cash,Kolkata
393,866,2024-02-17,Instamart,Wallet,Mumbai
394,774,2025-04-19,Instamart,UPI,Hyderabad
395,392,2025-01-20,Blinkit,Cash,Delhi
396,637,2025-03-10,Zepto,Wallet,Bangalore
397,307,2024-05-01,Zepto,Wallet,Mumbai
398,267,2024-03-26,Instamart,UPI,Delhi
399,447,2024-07-27,Zepto,Card,Hyderabad
400,441,2024-09-05,Zepto,Wallet,Delhi
401,895,2024-09-03,Zepto,Wallet,Kolkata
402,652,2024-04-19,Zepto,Wallet,Kolkata
403,841,2025-03-18,Instamart,Card,Mumbai
404,2,2024-07-24,Zepto,Card,Hyderabad
405,520,2025-04-07,Zepto,UPI,Hyderabad
406,762,2024-01-31,Blinkit,Cash,Delhi
407,651,2024-03-25,Instamart,Card,Mumbai
408,636,2024-07-13,Blinkit,Cash,Hyderabad
409,309,2024-01-02,Blinkit,Cash,Kolkata
410,740,2024-07-18,Instamart,Card,Delhi
411,522,2024-05-15,Zepto,Wallet,Bangalore
412,469,2025-04-19,Blinkit,UPI,Kolkata
413,212,2025-02-05,Instamart,Cash,Mumbai
414,112,2025-02-05,Zepto,Wallet,Hyderabad
415,8,2024-08-20,Instamart,Card,Kolkata
416,804,2024-05-26,Blinkit,Cash,Bangalore
417,477,2024-08-04,Zepto,Cash,Bangalore
418,874,2024-12-22,Zepto,Cash,Mumbai
419,460,2025-05-05,Instamart,Wallet,Kolkata
420,253,2025-01-09,Zepto,Wallet,Delhi
421,526,2025-02-05,Blinkit,Wallet,Kolkata
422,752,2024-10-11,Blinkit,Cash,Bangalore
423,438,2024-12-04,Blinkit,Cash,Mumbai
424,754,2025-01-02,Instamart,UPI,Mumbai
425,981,2024-09-06,Zepto,UPI,Delhi
426,854,2024-03-20,Zepto,Wallet,Mumbai
427,661,2024-04-07,Zepto,Wallet,Mumbai
428,236,2024-05-31,Blinkit,Card,Mumbai
429,306,2024-04-21,Zepto,Wallet,Mumbai
430,478,2025-05-10,Blinkit,UPI,Mumbai
431,679,2024-01-30,Zepto,UPI,Bangalore
432,20,2024-10-23,Blinkit,UPI,Kolkata
433,216,2025-01-11,Zepto,Cash,Hyderabad
434,855,2024-10-04,Instamart,Cash,Mumbai
435,135,2024-02-01,Instamart,Wallet,Hyderabad
436,905,2025-01-17,Blinkit,Card,Hyderabad
437,129,2024-06-09,Blinkit,Card,Bangalore
438,410,2024-01-30,Zepto,Card,Mumbai
439,422,2024-01-26,Zepto,Cash,Hyderabad
440,294,2024-10-26,Instamart,UPI,Mumbai
441,246,2024-09-01,Zepto,UPI,Delhi
442,701,2024-09-14,Blinkit,Cash,Delhi
443,556,2025-04-15,Blinkit,Card,Delhi
444,86,2025-03-12,Blinkit,Card,Hyderabad
445,556,2024-09-28,Blinkit,Wallet,Delhi
446,842,2024-03-21,Blinkit,Wallet,Bangalore
447,375,2024-01-30,Instamart,Card,Bangalore
448,446,2025-05-06,Instamart,Cash,Hyderabad
449,378,2024-09-17,Blinkit,Card,Mumbai
450,390,2024-02-11,Zepto,Wallet,Kolkata
451,657,2025-03-11,Blinkit,Card,Mumbai
452,51,2024-04-05,Instamart,Cash,Mumbai
453,242,2024-02-05,Blinkit,UPI,Mumbai
454,294,2024-10-31,Instamart,Cash,Mumbai
455,920,2024-02-04,Instamart,Cash,Kolkata
456,563,2024-12-11,Blinkit,Wallet,Delhi
457,266,2025-03-17,Blinkit,Cash,Mumbai
458,120,2024-04-30,Zepto,Cash,Bangalore
459,712,2024-07-25,Instamart,Wallet,Hyderabad
460,917,2024-03-02,Zepto,Wallet,Hyderabad
461,248,2025-04-27,Blinkit,UPI,Bangalore
462,70,2025-03-31,Instamart,Card,Mumbai
463,853,2024-10-18,Zepto,Cash,Kolkata
464,57,2024-05-06,Zepto,Wallet,Delhi
465,382,2024-10-23,Zepto,UPI,Hyderabad
466,39,2024-10-31,Blinkit,Card,Delhi
467,984,2024-01-21,Blinkit,Wallet,Kolkata
468,801,2024-11-13,Blinkit,Card,Hyderabad
469,443,2024-02-11,Instamart,Card,Delhi
470,18,2024-08-02,Blinkit,Cash,Kolkata
471,952,2024-12-02,Instamart,Cash,Delhi
472,732,2024-10-25,Zepto,Wallet,Mumbai
473,825,2024-10-16,Zepto,Card,Kolkata
474,756,2024-09-24,Blinkit,Wallet,Delhi
475,352,2024-06-10,Zepto,Wallet,Mumbai
476,972,2025-04-23,Blinkit,Card,Mumbai
477,816,2024-05-13,Instamart,Wallet,Kolkata
478,298,2024-04-14,Zepto,Card,Bangalore
479,283,2024-12-08,Blinkit,Card,Hyderabad
480,586,2025-01-01,Zepto,Card,Kolkata
481,110,2024-06-09,Zepto,Card,Mumbai
482,180,2024-05-02,Blinkit,UPI,Mumbai
483,938,2024-05-15,Zepto,Card,Kolkata
484,544,2024-07-21,Zepto,Cash,Bangalore
485,746,2024-03-08,Zepto,Cash,Hyderabad
486,794,2024-12-09,Zepto,Cash,Delhi
487,25,2024-11-26,Instamart,Card,Kolkata
488,843,2024-06-02,Zepto,Cash,Hyderabad
489,791,2024-08-22,Zepto,UPI,Hyderabad
490,738,2024-06-10,Blinkit,Wallet,Mumbai
491,57,2025-04-20,Instamart,Card,Delhi
492,180,2025-01-19,Blinkit,Cash,Kolkata
493,232,2025-04-24,Blinkit,UPI,Mumbai
494,894,2024-02-07,Blinkit,Wallet,Mumbai
495,343,2024-01-05,Instamart,UPI,Bangalore
496,477,2024-08-22,Blinkit,Cash,Hyderabad
497,799,2024-11-14,Blinkit,UPI,Kolkata
498,576,2024-10-15,Blinkit,Wallet,Kolkata
499,455,2024-02-21,Zepto,Cash,Kolkata
500,232,2024-02-07,Blinkit,Wallet,Mumbai
501,289,2024-10-02,Instamart,UPI,Bangalore
502,213,2024-04-19,Instamart,Card,Delhi
503,258,2024-09-16,Zepto,Card,Mumbai
504,530,2024-05-15,Instamart,Card,Delhi
505,687,2024-03-08,Instamart,Card,Bangalore
506,929,2025-04-22,Zepto,Wallet,Hyderabad
507,229,2024-06-27,Blinkit,Card,Kolkata
508,226,2025-03-27,Zepto,Wallet,Delhi
509,596,2024-02-05,Blinkit,Cash,Mumbai
510,803,2025-03-26,Blinkit,Card,Delhi
511,435,2024-05-05,Instamart,Wallet,Hyderabad
512,882,2024-07-08,Zepto,Card,Kolkata
513,758,2024-05-25,Instamart,Card,Delhi
514,402,2024-03-21,Instamart,Card,Hyderabad
515,622,2024-08-12,Blinkit,Wallet,Mumbai
516,766,2025-03-02,Instamart,UPI,Bangalore
517,88,2024-10-05,Zepto,Card,Mumbai
518,584,2024-12-26,Instamart,Card,Kolkata
519,893,2024-06-03,Instamart,Cash,Mumbai
520,542,2024-11-09,Blinkit,UPI,Mumbai
521,684,2025-02-17,Zepto,Wallet,Mumbai
522,309,2024-11-30,Instamart,Cash,Mumbai
523,906,2024-09-27,Blinkit,Card,Kolkata
524,343,2024-01-05,Instamart,Cash,Hyderabad
525,436,2024-12-07,Zepto,Cash,Delhi
526,177,2025-02-22,Instamart,Card,Bangalore
527,139,2024-10-10,Instamart,UPI,Delhi
528,194,2024-06-02,Blinkit,UPI,Delhi
529,186,2025-04-22,Instamart,Cash,Bangalore
