order_item_id,order_id,product_id,quantity,selling_price,discount
644,576,889,5,776.56,19.84
645,859,61,2,322.32,24.73
646,345,612,3,779.19,17.36
647,269,307,5,436.48,6.19
648,840,354,5,791.02,16.05
649,696,393,1,214.9,13.87
650,773,204,5,433.64,0.15
651,268,258,3,90.8,18.03
652,169,486,4,139.35,11.54
653,771,517,3,539.43,19.04
654,739,446,2,739.11,18.22
655,33,709,5,140.31,9.13
656,377,180,5,678.85,1.86
657,214,342,5,452.67,13.73
658,562,133,5,41.58,6.96
659,440,443,1,68.45,27.33
660,492,836,1,614.82,23.66
661,393,253,4,577.59,14.94
662,489,265,5,20.38,29.41
663,722,93,2,142.73,22.42
664,946,662,4,769.2,14.48
665,29,411,5,95.01,29.55
666,39,138,1,349.86,22.06
667,859,208,2,188.98,14.58
668,612,637,4,360.85,12.81
669,173,746,2,140.28,2.23
670,17,573,5,513.7,10.64
671,56,307,3,383.57,17.56
672,226,266,2,585.17,2.09
673,558,646,2,47.81,6.46
674,67,318,1,345.83,24.0
675,197,113,5,517.99,26.08
676,654,901,2,67.25,9.72
677,835,378,5,455.36,13.2
678,23,454,1,614.0,6.31
679,999,191,5,110.0,7.83
680,606,891,1,453.98,11.24
681,754,440,1,854.37,0.41
682,237,187,4,550.14,13.99
683,957,831,5,94.94,26.61
684,919,367,3,586.48,5.15
685,923,89,4,517.91,22.44
686,566,187,1,596.91,6.68
687,138,819,3,504.67,1.29
688,473,946,2,123.93,9.1
689,845,132,2,348.6,12.12
690,784,872,4,829.99,16.19
691,553,635,3,441.26,19.07
692,610,560,5,805.02,19.41
693,695,800,3,426.49,10.91
694,640,376,4,670.31,7.46
695,229,691,5,283.17,9.65
696,317,692,5,188.26,24.05
697,598,99,2,516.99,15.18
698,768,842,3,641.1,6.25
699,721,34,5,427.75,15.73
700,727,932,4,572.98,13.9
701,886,582,2,782.68,6.87
702,612,171,5,328.72,10.16
703,561,366,3,370.62,17.72
704,201,784,2,19.99,3.15
705,948,59,3,576.73,25.12
706,258,181,3,345.34,0.14
707,480,19,3,218.36,26.44
708,888,226,2,187.31,29.55
709,178,473,5,646.39,3.3
710,757,95,1,457.98,22.65
711,123,881,5,185.64,8.11
712,342,297,2,82.15,5.67
713,171,593,1,384.47,4.23
714,845,175,1,415.39,0.25
715,648,222,1,516.7,21.18
716,59,615,4,636.48,8.69
717,705,54,2,402.8,26.54
718,465,695,4,302.68,17.8
719,780,863,1,846.7,4.56
720,260,403,4,152.55,18.97
721,373,318,4,399.22,12.27
722,973,867,2,820.57,14.89
723,95,349,3,818.27,10.62
724,125,443,4,93.42,0.82
725,41,833,4,211.74,28.33
726,891,580,1,669.02,12.78
727,254,540,1,48.45,4.12
728,7,786,1,672.78,15.56
729,471,282,5,534.04,27.64
730,728,360,4,182.31,13.18
731,511,915,1,284.08,20.04
732,581,823,2,335.48,25.35
733,69,631,5,673.69,4.53
734,81,892,3,224.17,14.35
735,542,953,4,652.22,2.0
736,585,646,4,48.14,5.81
737,262,641,2,837.87,9.21
738,89,8,3,465.45,29.85
739,915,993,3,262.77,17.16
740,208,563,5,615.39,24.08
741,213,491,4,205.43,2.68
742,834,341,1,199.35,24.76
743,266,472,2,183.34,21.42
744,912,793,2,424.46,14.49
745,293,687,2,351.29,22.1
746,207,695,2,280.93,23.7
747,333,704,1,88.92,12.03
748,77,249,1,696.47,27.33
749,288,235,5,88.81,28.26
750,47,83,4,733.67,18.83
751,622,93,1,168.55,8.38
752,200,885,5,95.75,13.36
753,427,394,3,194.45,17.31
754,210,824,4,732.66,13.03
755,888,268,1,522.16,19.04
756,420,417,3,880.56,1.92
757,154,632,5,602.83,28.35
758,522,583,1,565.69,9.8
759,415,529,1,583.72,3.26
760,353,253,3,639.06,5.88
761,157,957,1,435.46,24.48
762,261,122,2,677.88,21.12
763,77,892,1,239.51,8.49
764,769,10,4,150.68,27.47
765,983,799,3,858.89,5.64
766,488,316,4,758.41,8.43
767,131,838,5,694.45,8.11
768,579,273,4,642.41,26.99
769,455,306,2,724.61,8.47
770,740,805,2,398.99,9.61
771,163,210,4,268.8,5.07
772,15,958,5,221.17,28.75
773,232,730,1,596.16,29.31
774,195,753,2,529.24,18.81
775,861,886,4,133.69,25.54
776,542,464,4,334.06,13.25
777,359,712,4,157.2,2.48
778,850,728,1,267.79,18.26
779,331,717,3,448.51,4.65
780,427,925,5,311.65,29.99
781,497,416,3,303.24,24.94
782,828,216,5,66.71,29.08
783,486,80,5,655.08,20.16
784,808,779,4,229.59,2.75
785,449,480,2,562.26,27.09
786,413,902,4,23.58,11.82
787,330,891,1,427.32,16.46
788,732,547,5,661.08,1.85
789,889,801,2,351.41,26.32
790,991,18,5,663.9,23.64
791,147,165,5,22.62,29.11
792,259,525,4,235.87,16.98
793,292,202,2,582.13,21.67
794,811,741,2,828.93,3.9
795,143,346,5,733.38,11.85
796,993,366,2,398.28,11.58
797,937,977,2,419.3,14.04
798,747,448,4,62.3,27.25
799,627,513,3,79.54,16.65
800,365,319,1,41.47,0.02
801,90,217,3,905.31,4.94
802,720,34,2,491.37,3.2
803,164,871,5,596.82,5.3
804,481,266,1,436.84,26.91
805,84,640,1,223.92,23.18
806,77,724,5,408.51,29.91
807,673,775,1,670.99,20.89
808,517,824,5,617.13,26.74
809,485,80,1,690.68,15.82
810,590,677,3,204.63,9.69
811,603,413,1,153.97,3.76
812,599,252,4,189.36,7.53
813,782,12,5,117.56,1.85
814,104,401,1,503.11,28.38
815,452,816,5,438.26,29.63
816,487,724,4,523.59,10.16
817,339,282,1,580.73,21.32
818,687,112,1,715.96,22.4
819,566,723,4,583.87,20.07
820,900,378,4,409.7,21.91
821,478,751,4,501.59,14.66
822,723,268,5,536.61,16.8
823,607,917,4,712.29,14.63
824,223,298,5,346.02,9.82
825,9,317,3,250.18,18.39
826,53,570,1,32.55,22.46
827,77,509,1,327.2,25.01
828,718,950,2,485.28,19.52
829,503,546,3,53.69,7.75
830,316,775,4,786.31,7.3
831,814,365,4,678.1,9.99
832,822,547,3,518.74,22.98
833,842,271,4,96.02,12.36
834,624,961,2,857.18,12.88
835,863,474,5,417.83,15.47
836,165,739,1,727.87,13.5
837,279,537,3,597.49,15.25
838,27,234,1,824.24,13.04
839,70,59,5,704.5,8.54
840,218,251,3,617.83,26.71
841,962,847,5,35.86,7.51
842,365,86,4,562.36,25.92
843,701,763,4,143.41,28.0
844,845,390,4,258.58,0.72
845,947,180,5,682.81,1.29
846,306,719,5,593.13,28.19
847,124,856,5,778.45,16.7
848,19,149,1,607.72,24.41
849,257,583,5,530.31,15.44
850,296,121,4,929.08,5.09
851,928,765,2,295.55,1.48
852,22,605,5,641.71,10.97
853,880,256,2,22.69,19.4
854,989,766,4,818.08,11.9
855,450,864,5,590.67,20.64
856,552,800,1,465.76,2.71
857,550,309,1,253.18,3.89
858,48,59,2,668.16,13.25
859,695,69,1,17.1,20.24
860,587,446,1,712.16,21.2
861,721,388,1,375.49,29.0
862,183,86,4,717.21,5.53
863,435,786,1,665.37,16.49
864,107,227,3,544.33,20.25
865,188,593,5,337.75,15.87
866,776,626,1,794.91,5.44
867,86,184,1,697.24,26.26
868,836,792,1,107.12,4.27
869,843,322,3,72.74,3.08
870,456,909,1,896.43,1.6
871,137,318,1,372.79,18.08
